bac_id	bac_def	hit_prophage	hit_phage_id	hit_phage_def	prophage_pro_num	hit_pro_percent	hit_pro_num
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448714	Streptococcus phage Javan241, complete genome	59.0	0.4406779661016949	26
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY349816	Streptococcus phage Str01, complete genome	59.0	0.3389830508474576	20
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448940	Streptococcus phage Javan444, complete genome	59.0	0.2711864406779661	16
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448932	Streptococcus phage Javan42, complete genome	59.0	0.23728813559322035	14
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448669	Streptococcus phage Javan11, complete genome	59.0	0.2033898305084746	12
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	FR671407	Streptococcus phage 34117	59.0	0.06779661016949153	4
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	FR671407	Streptococcus phage 34117	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	HG799496	Streptococcus phage K13, complete sequence	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	HG799496	Streptococcus phage K13, complete sequence	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448874	Streptococcus phage Javan206, complete genome	59.0	0.3559322033898305	21
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448904	Streptococcus phage Javan316, complete genome	59.0	0.1016949152542373	6
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY065505	Streptococcus phage IPP69, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KY065505	Streptococcus phage IPP69, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337367	Streptococcus phage phiARI0826b, partial genome	59.0	0.0847457627118644	5
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337369	Streptococcus phage phiARI0831b, partial genome	59.0	0.0847457627118644	5
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337339	Streptococcus phage phiARI0004, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KT337339	Streptococcus phage phiARI0004, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY065500	Streptococcus phage IPP64, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KY065500	Streptococcus phage IPP64, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY065486	Streptococcus phage IPP46, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KY065486	Streptococcus phage IPP46, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY065456	Streptococcus phage IPP15, complete genome	59.0	0.1694915254237288	10
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KY065456	Streptococcus phage IPP15, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337344	Streptococcus phage phiARI0274b, partial genome	59.0	0.06779661016949153	4
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337351	Streptococcus phage phiARI0455b, partial genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337354	Streptococcus phage phiARI0462, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KT337354	Streptococcus phage phiARI0462, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	HG799497	Streptococcus phage DCC1738, complete sequence	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	HG799497	Streptococcus phage DCC1738, complete sequence	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	HG799490	Streptococcus phage IC1, complete sequence	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	HG799490	Streptococcus phage IC1, complete sequence	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	FR671411	Streptococcus phage 2167	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	FR671411	Streptococcus phage 2167	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	FR671405	Streptococcus phage V22	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	FR671405	Streptococcus phage V22	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448927	Streptococcus phage Javan394, complete genome	59.0	0.3050847457627119	18
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	FR671410	Streptococcus phage 8140	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	FR671410	Streptococcus phage 8140	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337345	Streptococcus phage phiARI0285-1, partial genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337359	Streptococcus phage phiARI0468b-3, partial genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337362	Streptococcus phage phiARI0598b, partial genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337340	Streptococcus phage phiARI0031, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KT337340	Streptococcus phage phiARI0031, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KT337355	Streptococcus phage phiARI0468-1, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	KT337355	Streptococcus phage phiARI0468-1, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KJ608189	UNVERIFIED: Leuconostoc phage LLC-1, partial genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448902	Streptococcus phage Javan308, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448844	Streptococcus phage Javan116, complete genome	59.0	0.06779661016949153	4
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448844	Streptococcus phage Javan116, complete genome	47.0	0.06382978723404255	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448873	Streptococcus phage Javan202, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448705	Streptococcus phage Javan215, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	AF304433	Bacteriophage TP901-1, complete sequence	59.0	0.0847457627118644	5
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	LT996081	unidentified phage genome assembly, complete genome: monopartite	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	LT996081	unidentified phage genome assembly, complete genome: monopartite	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	LT985576	unidentified phage genome assembly, complete genome: monopartite	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	LT985576	unidentified phage genome assembly, complete genome: monopartite	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	LT985575	unidentified phage genome assembly, complete genome: monopartite	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	LT985575	unidentified phage genome assembly, complete genome: monopartite	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KX456210	Lactococcus phage 62501, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KX456208	Lactococcus phage 50901, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KX456206	Lactococcus phage 28201, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	DQ394810	Lactococcus phage phismq86, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK449012	Streptococcus phage Javan94, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448898	Streptococcus phage Javan284, complete genome	59.0	0.3389830508474576	20
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448875	Streptococcus phage Javan210, complete genome	59.0	0.3220338983050847	19
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK449001	Streptococcus phage Javan640, complete genome	59.0	0.13559322033898305	8
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448826	Streptococcus phage Javan645, complete genome	59.0	0.13559322033898305	8
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448864	Streptococcus phage Javan180, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448672	Streptococcus phage Javan117, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448672	Streptococcus phage Javan117, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448973	Streptococcus phage Javan522, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448782	Streptococcus phage Javan501, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448778	Streptococcus phage Javan493, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448965	Streptococcus phage Javan506, complete genome	59.0	0.1694915254237288	10
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448965	Streptococcus phage Javan506, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448959	Streptococcus phage Javan488, complete genome	59.0	0.1694915254237288	10
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448959	Streptococcus phage Javan488, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448949	Streptococcus phage Javan460, complete genome	59.0	0.1694915254237288	10
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448949	Streptococcus phage Javan460, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448849	Streptococcus phage Javan128, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448849	Streptococcus phage Javan128, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	GU323708	Lactobacillus phage phiPYB5, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448715	Streptococcus phage Javan247, complete genome	59.0	0.22033898305084745	13
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA|17	MK448715	Streptococcus phage Javan247, complete genome	17.0	0.058823529411764705	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448986	Streptococcus phage Javan570, complete genome	59.0	0.06779661016949153	4
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448986	Streptococcus phage Javan570, complete genome	47.0	0.0425531914893617	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MH837542	Lactobacillus phage LR1, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448975	Streptococcus phage Javan526, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	EF116926	Streptococcus phage SMP, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	EF116926	Streptococcus phage SMP, complete genome	47.0	0.0425531914893617	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448972	Streptococcus phage Javan520, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448964	Streptococcus phage Javan502, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448943	Streptococcus phage Javan450, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448942	Streptococcus phage Javan448, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448786	Streptococcus phage Javan509, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448774	Streptococcus phage Javan487, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448771	Streptococcus phage Javan481, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448767	Streptococcus phage Javan467, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448733	Streptococcus phage Javan345, complete genome	59.0	0.15254237288135594	9
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448862	Streptococcus phage Javan178, complete genome	59.0	0.13559322033898305	8
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA|47	MK448862	Streptococcus phage Javan178, complete genome	47.0	0.02127659574468085	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448925	Streptococcus phage Javan386, complete genome	59.0	0.288135593220339	17
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	AY508486	Bacteriophage 77, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	AJ609634	Bacteriophage EJ-1 proviral DNA, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KY653125	Staphylococcus phage IME1346_01, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	KX232515	Staphylococcus phage 3 AJ-2017, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	AF424783	Staphylococcus aureus phage phi 13, complete genome	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	AB009866	Staphylococcus phage PVL proviral DNA, complete sequence	59.0	0.03389830508474576	2
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448900	Streptococcus phage Javan290, complete genome	59.0	0.05084745762711865	3
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448727	Streptococcus phage Javan291, complete genome	59.0	0.22033898305084745	13
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA|59	MK448640	Streptococcus satellite phage Javan752, complete genome	59.0	0.01694915254237288	1
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA|17	MK448640	Streptococcus satellite phage Javan752, complete genome	17.0	0.23529411764705882	4
