bac_id	bac_def	prophage_id	hit_phage_id	hit_phage_def	prophage_length	hit_length	identity	coverage
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065502	Streptococcus phage IPP66, complete genome	43111	14091	79.632	0.3268539351905546
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	DQ113772	Streptococcus pneumoniae bacteriophage MM1 1998, complete genome	43111	13066	79.58916666666666	0.30307810071675445
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	AJ302074	Streptococcus pneumoniae bacteriophage MM1 complete genome	43111	13066	78.74533333333333	0.30307810071675445
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065492	Streptococcus phage IPP54, complete genome	43111	12480	79.1875	0.28948528217856234
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448874	Streptococcus phage Javan206, complete genome	43111	10129	76.39421052631579	0.23495163647328987
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KT337348	Streptococcus phage phiARI0378, partial genome	43111	13740	80.04772727272727	0.31871216162928256
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KT337347	Streptococcus phage phiARI0285-3, partial genome	43111	3452	82.12	0.08007237132054464
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	KT337347	Streptococcus phage phiARI0285-3, partial genome	43963	101	76.7	0.002297386438596092
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448708	Streptococcus phage Javan23, complete genome	43111	11409	76.66470588235292	0.2646424346454501
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448897	Streptococcus phage Javan28, complete genome	43111	11409	76.66470588235292	0.2646424346454501
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KT337346	Streptococcus phage phiARI0285-2, partial genome	43111	9981	78.768125	0.23151863793463384
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KT337358	Streptococcus phage phiARI0468-4, complete genome	43111	13308	80.13777777777777	0.3086915172461785
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065491	Streptococcus phage IPP53, complete genome	43111	12530	80.13285714285713	0.29064507898216235
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065493	Streptococcus phage IPP55, complete genome	43111	12128	79.65555555555555	0.28132031268121827
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065487	Streptococcus phage IPP48, complete genome	43111	11862	79.78583333333334	0.2751501936860662
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KX550065	Streptococcus phage SpGS-1, complete genome	43111	11198	80.71869565217392	0.2597480921342581
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY065490	Streptococcus phage IPP52, complete genome	43111	12431	80.19478260869565	0.2883486813110343
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448812	Streptococcus phage Javan577, complete genome	43111	3527	79.55600000000001	0.08181206652594465
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448875	Streptococcus phage Javan210, complete genome	43111	9223	75.70800000000001	0.2139361183920577
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448927	Streptococcus phage Javan394, complete genome	43111	8125	75.16916666666667	0.1884669805850015
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448898	Streptococcus phage Javan284, complete genome	43111	9123	76.355625	0.21161652478485768
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448925	Streptococcus phage Javan386, complete genome	43111	8101	75.06083333333335	0.1879102781192735
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448990	Streptococcus phage Javan584, complete genome	43111	2392	80.735	0.05548467908422444
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA	MK448990	Streptococcus phage Javan584, complete genome	10806	122	75.81	0.011290024060707015
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448680	Streptococcus phage Javan139, complete genome	43111	643	81.86	0.01491498689429612
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|662225:679673|DBSCAN-SWA	MK448680	Streptococcus phage Javan139, complete genome	17449	40	90.0	0.0022923949796549944
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448940	Streptococcus phage Javan444, complete genome	43111	4246	76.83428571428571	0.09848994456171278
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448818	Streptococcus phage Javan597, complete genome	43111	1560	85.20714285714287	0.03618566027232029
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448742	Streptococcus phage Javan37, complete genome	43111	1740	82.11333333333333	0.04036092876528032
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448982	Streptococcus phage Javan554, complete genome	43111	4079	78.44615384615385	0.09461622323768876
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	MK448982	Streptococcus phage Javan554, complete genome	43963	443	85.81	0.01007665536928781
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KX879643	Streptococcus phage CHPC1151, complete genome	43111	2697	74.83000000000001	0.0625594395861845
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY705252	Streptococcus phage P0092, complete genome	43111	2800	75.12666666666667	0.06494862100160052
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY705253	Streptococcus phage P0093, complete genome	43111	2824	74.83833333333332	0.06550532346732853
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY705254	Streptococcus phage P0094, complete genome	43111	2824	74.83833333333332	0.06550532346732853
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KY705255	Streptococcus phage P0095, complete genome	43111	2696	74.92800000000001	0.0625362436501125
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MH973663	Streptococcus phage SW24, complete genome	43111	2696	74.90400000000001	0.0625362436501125
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	FJ965538	Streptococcus phage 5093, complete genome	43111	2866	74.82666666666667	0.06647955278235253
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MH892355	Streptococcus phage SW4, complete genome	43111	2729	74.528	0.06330170954048851
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MH892367	Streptococcus phage SW19, complete genome	43111	2532	73.31	0.05873211013430447
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MH892373	Streptococcus phage SW27, complete genome	43111	2759	76.59333333333333	0.06399758762264851
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448799	Streptococcus phage Javan535, complete genome	43111	3072	74.84714285714287	0.07125791561318456
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448800	Streptococcus phage Javan539, complete genome	43111	3072	74.84714285714287	0.07125791561318456
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448979	Streptococcus phage Javan534, complete genome	43111	3072	74.84714285714287	0.07125791561318456
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448892	Streptococcus phage Javan268, complete genome	43111	3641	77.0725	0.08445640323815268
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448832	Streptococcus phage Javan85, complete genome	43111	2787	77.618	0.06464707383266452
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK449008	Streptococcus phage Javan84, complete genome	43111	2787	77.618	0.06464707383266452
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448317	Streptococcus satellite phage Javan103, complete genome	43111	371	86.13	0.008605692282712069
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA	MK448317	Streptococcus satellite phage Javan103, complete genome	10806	217	77.41	0.02008143623912641
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448318	Streptococcus satellite phage Javan106, complete genome	43111	371	86.13	0.008605692282712069
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA	MK448318	Streptococcus satellite phage Javan106, complete genome	10806	217	77.41	0.02008143623912641
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448319	Streptococcus satellite phage Javan109, complete genome	43111	371	86.13	0.008605692282712069
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA	MK448319	Streptococcus satellite phage Javan109, complete genome	10806	217	77.41	0.02008143623912641
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KX077891	Streptococcus phage phiJH1301-1, complete genome	43111	1091	78.64	0.025306766254552204
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KC348604	Streptococcus phage phiS10, complete genome	43111	405	91.94999999999999	0.009394354109160076
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448677	Streptococcus phage Javan133, complete genome	43111	895	75.495	0.020760362784440167
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448848	Streptococcus phage Javan126, complete genome	43111	895	75.495	0.020760362784440167
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448857	Streptococcus phage Javan164, complete genome	43111	895	75.495	0.020760362784440167
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448909	Streptococcus phage Javan330, complete genome	43111	1204	72.05	0.027927907030688225
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448715	Streptococcus phage Javan247, complete genome	43111	3423	76.48454545454545	0.07939968917445664
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448734	Streptococcus phage Javan347, complete genome	43111	1041	73.74000000000001	0.024146969450952193
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	MK448734	Streptococcus phage Javan347, complete genome	43963	270	71.32	0.006141528103177672
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448914	Streptococcus phage Javan348, complete genome	43111	1153	73.74333333333333	0.026744914291016213
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	MK448914	Streptococcus phage Javan348, complete genome	43963	1576	72.935	0.03584832700225189
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK449000	Streptococcus phage Javan64, complete genome	43111	1901	77.16285714285716	0.044095474472872355
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448915	Streptococcus phage Javan350, complete genome	43111	2632	74.13333333333334	0.06105170374150449
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448932	Streptococcus phage Javan42, complete genome	43111	3759	75.28090909090909	0.0871935236946487
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448739	Streptococcus phage Javan363, complete genome	43111	1008	72.58500000000001	0.023381503560576188
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	MK448739	Streptococcus phage Javan363, complete genome	43963	970	76.21666666666668	0.02206400837067534
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448744	Streptococcus phage Javan377, complete genome	43111	932	78.64	0.021618612419104174
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448745	Streptococcus phage Javan381, complete genome	43111	932	78.64	0.021618612419104174
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448923	Streptococcus phage Javan380, complete genome	43111	932	78.64	0.021618612419104174
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448669	Streptococcus phage Javan11, complete genome	43111	3163	75.5311111111111	0.07336874579573659
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	FN391954	Streptococcus phage PH10, complete genome	43111	1006	73.495	0.02333511168843219
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	FN391954	Streptococcus phage PH10, complete genome	43963	1061	76.03	0.024133930805450038
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448879	Streptococcus phage Javan226, complete genome	43111	2707	76.47888888888889	0.0627913989469045
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	FM163528	Streptococcus phage PH15, complete genome	43111	919	78.88600000000001	0.02131706525016817
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|617550:628355|DBSCAN-SWA	FM163528	Streptococcus phage PH15, complete genome	10806	138	75.35	0.012770682953914493
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448665	Streptococcus phage Javan1, complete genome	43111	701	72.46	0.01626035118647213
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448727	Streptococcus phage Javan291, complete genome	43111	1628	78.82285714285715	0.0377629839252163
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448732	Streptococcus phage Javan331, complete genome	43111	1010	72.91499999999999	0.023427895432720187
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	MK448732	Streptococcus phage Javan331, complete genome	43963	503	78.24	0.011441439392216183
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448443	Streptococcus satellite phage Javan342, complete genome	43111	374	80.85	0.00867528009092807
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KC413987	Streptococcus phage phiSS12, complete genome	43111	372	76.47	0.008628888218784068
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	KC413987	Streptococcus phage phiSS12, complete genome	43963	83	78.31	0.0018879512317175808
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KC348601	Streptococcus phage phi7917, complete genome	43111	486	86.14	0.01127322493099209
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	KC348601	Streptococcus phage phi7917, complete genome	43963	187	79.765	0.004253576871460092
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KC348602	Streptococcus phage phi891591, complete genome	43111	372	76.47	0.008628888218784068
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	JX564242	Lactococcus phage Q33, complete genome	43111	314	77.46	0.007283523926608059
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	KX077890	Streptococcus phage phiLP081102, complete genome	43111	372	76.47	0.008628888218784068
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	KX077890	Streptococcus phage phiLP081102, complete genome	43963	83	78.31	0.0018879512317175808
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448826	Streptococcus phage Javan645, complete genome	43111	2235	74.23833333333333	0.051842917120920415
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK448988	Streptococcus phage Javan578, complete genome	43111	486	86.14	0.01127322493099209
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	MK449001	Streptococcus phage Javan640, complete genome	43111	2235	74.23833333333333	0.051842917120920415
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|116536:159646|DBSCAN-SWA	FR671406	Streptococcus phage 040922	43111	551	73.13	0.012780960775672102
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	NZ_CP082203|1191792:1235754|DBSCAN-SWA	FR671406	Streptococcus phage 040922	43963	101	76.7	0.002297386438596092
