dbscan_region_id	region_location	region_key_proteins	protein_id	hit_uniprot_id	identity	evalue
2	617550:628355	NA	ref|EHGHJBNO_00669|627086_628355_+	tr|A0A288TY95|A0A288TY95_9VIRU	44.5	7.51e-121
3	662225:679673	NA	ref|EHGHJBNO_00704|662225_663248_+	tr|W8D063|W8D063_9CAUD	49.8	4.96e-61
3	662225:679673	NA	ref|EHGHJBNO_00706|663787_664426_-	tr|A0A1X9I5D3|A0A1X9I5D3_9VIRU	98.6	1.67e-160
3	662225:679673	NA	ref|EHGHJBNO_00707|664533_666765_+	tr|A0A1X9I5C8|A0A1X9I5C8_9VIRU	96.5	0.0
3	662225:679673	NA	ref|EHGHJBNO_00708|666805_667006_+	tr|A0A1X9I5C8|A0A1X9I5C8_9VIRU	77.8	7.77e-25
3	662225:679673	NA	ref|EHGHJBNO_00709|667149_668226_+	tr|A0A1X9I5D0|A0A1X9I5D0_9VIRU	98.6	7.66e-246
3	662225:679673	NA	ref|EHGHJBNO_00710|668290_669529_+	tr|A0A1X9I5D4|A0A1X9I5D4_9VIRU	95.1	2.56e-269
3	662225:679673	NA	ref|EHGHJBNO_00711|669538_670324_+	tr|A0A1X9I6T5|A0A1X9I6T5_9VIRU	94.3	9.92e-166
3	662225:679673	NA	ref|EHGHJBNO_00712|670345_670750_-	tr|A0A1X9I6A2|A0A1X9I6A2_9VIRU	97.8	3.00e-82
3	662225:679673	NA	ref|EHGHJBNO_00713|670876_671728_+	tr|A0A1X9I5J4|A0A1X9I5J4_9VIRU	98.9	2.52e-195
3	662225:679673	NA	ref|EHGHJBNO_00714|671981_673241_-	tr|A0A1X9I5H2|A0A1X9I5H2_9VIRU	98.6	7.93e-304
3	662225:679673	NA	ref|EHGHJBNO_00715|673363_674098_+	tr|A0A1X9I5I0|A0A1X9I5I0_9VIRU	97.2	3.20e-149
3	662225:679673	NA	ref|EHGHJBNO_00716|674199_675645_+	tr|A0A1X9I5X1|A0A1X9I5X1_9VIRU	92.7	4.40e-272
3	662225:679673	NA	ref|EHGHJBNO_00717|675662_676352_+	tr|A0A1X9I5E1|A0A1X9I5E1_9VIRU	94.8	7.61e-145
3	662225:679673	NA	ref|EHGHJBNO_00718|676361_677045_+	tr|A0A1X9I5D6|A0A1X9I5D6_9VIRU	93.5	1.08e-138
3	662225:679673	NA	ref|EHGHJBNO_00720|677846_679673_+	tr|A0A1V0SAI8|A0A1V0SAI8_9VIRU	28.1	2.63e-26
4	1191792:1235754	protease	ref|EHGHJBNO_01198|1191792_1193511_+	tr|A0A1X9I671|A0A1X9I671_9CAUD	99.3	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01199|1193959_1194562_-	tr|D0R0F9|D0R0F9_9VIRU	100	3.35e-88
4	1191792:1235754	protease	ref|EHGHJBNO_01200|1194787_1195687_-	tr|D0R0F8|D0R0F8_9VIRU	95.3	5.22e-202
4	1191792:1235754	protease	ref|EHGHJBNO_01201|1195983_1197903_-	tr|A0A1B0RXH7|A0A1B0RXH7_9CAUD	99.8	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01202|1198269_1198644_-	tr|A0A1B0RXG6|A0A1B0RXG6_9CAUD	100	3.93e-89
4	1191792:1235754	protease	ref|EHGHJBNO_01203|1198911_1200204_-	tr|A0A1B0RXE6|A0A1B0RXE6_9CAUD	99.3	1.40e-314
4	1191792:1235754	protease	ref|EHGHJBNO_01204|1200166_1201408_-	tr|A0A1X9I6J1|A0A1X9I6J1_9CAUD	97.3	1.10e-291
4	1191792:1235754	protease	ref|EHGHJBNO_01205|1201631_1203101_-	tr|A0A1B0RXF2|A0A1B0RXF2_9CAUD	99.0	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01206|1203107_1203503_-	tr|A0A1B0RXK5|A0A1B0RXK5_9CAUD	100	4.41e-69
4	1191792:1235754	protease	ref|EHGHJBNO_01207|1203480_1203849_-	tr|A0A1B0RXE8|A0A1B0RXE8_9CAUD	99.2	6.57e-87
4	1191792:1235754	protease	ref|EHGHJBNO_01208|1203854_1204061_-	tr|A0A1B0RXF3|A0A1B0RXF3_9CAUD	100	1.95e-34
4	1191792:1235754	protease	ref|EHGHJBNO_01209|1204073_1208585_-	tr|A0A1X9I747|A0A1X9I747_9CAUD	86.9	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01210|1208586_1209309_-	tr|A0A1B0RXF0|A0A1B0RXF0_9CAUD	99.2	7.83e-173
4	1191792:1235754	protease	ref|EHGHJBNO_01211|1209305_1212425_-	tr|Q6DMT2|Q6DMT2_9CAUD	74.7	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01212|1212607_1213027_-	tr|D0R0E2|D0R0E2_9VIRU	92.8	1.64e-86
4	1191792:1235754	protease	ref|EHGHJBNO_01213|1213037_1213607_-	tr|A0A1B0RXE2|A0A1B0RXE2_9CAUD	100	3.41e-135
4	1191792:1235754	protease	ref|EHGHJBNO_01214|1213608_1213935_-	tr|A0A1B0RXK6|A0A1B0RXK6_9CAUD	98.1	1.52e-74
4	1191792:1235754	protease	ref|EHGHJBNO_01215|1213941_1214310_-	tr|D0R0D9|D0R0D9_9VIRU	94.3	1.09e-67
4	1191792:1235754	protease	ref|EHGHJBNO_01216|1214302_1214641_-	tr|A0A1B0RXE4|A0A1B0RXE4_9CAUD	97.3	7.41e-77
4	1191792:1235754	protease	ref|EHGHJBNO_01217|1214640_1214901_-	tr|A0A1B0RXE3|A0A1B0RXE3_9CAUD	98.8	4.09e-53
4	1191792:1235754	protease	ref|EHGHJBNO_01218|1214900_1216106_-	tr|A0A1B0RXF4|A0A1B0RXF4_9CAUD	99.8	2.90e-290
4	1191792:1235754	protease	ref|EHGHJBNO_01219|1216124_1216820_-|protease	tr|M1PLE5|M1PLE5_9CAUD	97.0	6.90e-158
4	1191792:1235754	protease	ref|EHGHJBNO_01220|1216812_1218096_-	tr|A0A1B0RXD8|A0A1B0RXD8_9CAUD	100	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01221|1218153_1218498_-	tr|A0A1B0RXD0|A0A1B0RXD0_9CAUD	100	1.74e-76
4	1191792:1235754	protease	ref|EHGHJBNO_01222|1218634_1218973_-	tr|A0A1B0RXD2|A0A1B0RXD2_9CAUD	100	2.39e-73
4	1191792:1235754	protease	ref|EHGHJBNO_01223|1218972_1219275_-	tr|A0A1B0RXC8|A0A1B0RXC8_9CAUD	100	9.58e-63
4	1191792:1235754	protease	ref|EHGHJBNO_01224|1219334_1220927_-	tr|A0A1B0RXD3|A0A1B0RXD3_9CAUD	100	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01225|1220923_1221397_-	tr|A0A1B0RXG3|A0A1B0RXG3_9CAUD	100	3.07e-111
4	1191792:1235754	protease	ref|EHGHJBNO_01226|1221447_1221678_-	tr|A0A1X9I697|A0A1X9I697_9CAUD	100	6.97e-54
4	1191792:1235754	protease	ref|EHGHJBNO_01227|1221679_1221892_-	tr|A0A1B0RXD4|A0A1B0RXD4_9CAUD	100	9.68e-47
4	1191792:1235754	protease	ref|EHGHJBNO_01228|1221893_1222142_-	tr|A0A1B0RXD5|A0A1B0RXD5_9CAUD	100	6.32e-55
4	1191792:1235754	protease	ref|EHGHJBNO_01229|1222238_1223492_-	tr|A0A1B0RXE5|A0A1B0RXE5_9CAUD	100	2.80e-312
4	1191792:1235754	protease	ref|EHGHJBNO_01230|1223463_1223925_-	tr|A0A1B0RXC6|A0A1B0RXC6_9CAUD	100	3.09e-118
4	1191792:1235754	protease	ref|EHGHJBNO_01231|1224223_1224589_-	tr|A0A1B0RXC9|A0A1B0RXC9_9CAUD	100	1.96e-92
4	1191792:1235754	protease	ref|EHGHJBNO_01232|1224613_1224985_-	tr|A0A1B0RXC0|A0A1B0RXC0_9CAUD	100	1.49e-88
4	1191792:1235754	protease	ref|EHGHJBNO_01233|1225017_1226055_-	tr|A0A1B0RXC1|A0A1B0RXC1_9CAUD	100	8.69e-250
4	1191792:1235754	protease	ref|EHGHJBNO_01234|1226102_1226285_-	tr|M1NSL0|M1NSL0_9CAUD	100	2.75e-35
4	1191792:1235754	protease	ref|EHGHJBNO_01235|1226479_1226956_-	tr|A0A1B0RXB9|A0A1B0RXB9_9CAUD	100	9.11e-109
4	1191792:1235754	protease	ref|EHGHJBNO_01236|1226948_1228325_-	tr|A0A1B0RXH8|A0A1B0RXH8_9CAUD	100	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01237|1228305_1228587_-	tr|A0A1B0RXC4|A0A1B0RXC4_9CAUD	100	3.34e-62
4	1191792:1235754	protease	ref|EHGHJBNO_01238|1228871_1231157_-	tr|A0A1B0RXC5|A0A1B0RXC5_9CAUD	95.4	0.0
4	1191792:1235754	protease	ref|EHGHJBNO_01239|1231464_1231599_+	tr|Q6DMW0|Q6DMW0_9CAUD	68.2	2.48e-09
4	1191792:1235754	protease	ref|EHGHJBNO_01240|1231573_1231897_+	tr|M1PSP3|M1PSP3_9CAUD	97.1	2.14e-64
4	1191792:1235754	protease	ref|EHGHJBNO_01241|1231889_1233011_+	tr|M1Q218|M1Q218_9CAUD	93.8	2.44e-261
4	1191792:1235754	protease	ref|EHGHJBNO_01242|1233015_1233564_+	tr|M1PLM6|M1PLM6_9CAUD	98.9	5.69e-126
4	1191792:1235754	protease	ref|EHGHJBNO_01243|1233582_1233750_+	tr|A0A1X9I6D2|A0A1X9I6D2_9CAUD	100	1.51e-30
4	1191792:1235754	protease	ref|EHGHJBNO_01244|1233798_1235754_+	tr|A0A1B0RXB4|A0A1B0RXB4_9CAUD	93.9	0.0
5	1241088:1253149	transposase	ref|EHGHJBNO_01250|1241088_1241547_-|transposase	tr|A0A1X9I6C6|A0A1X9I6C6_9CAUD	100	2.52e-106
5	1241088:1253149	transposase	ref|EHGHJBNO_01251|1241578_1242442_-	tr|A0A1X9I6F2|A0A1X9I6F2_9CAUD	100	5.21e-215
5	1241088:1253149	transposase	ref|EHGHJBNO_01252|1242474_1243209_-	tr|A0A1X9I6N4|A0A1X9I6N4_9CAUD	100	1.53e-181
5	1241088:1253149	transposase	ref|EHGHJBNO_01253|1243189_1244059_-	tr|A0A1X9I6C9|A0A1X9I6C9_9CAUD	90.7	5.45e-193
5	1241088:1253149	transposase	ref|EHGHJBNO_01255|1244915_1245284_+	tr|E4ZFJ1|E4ZFJ1_9CAUD	97.5	8.00e-79
5	1241088:1253149	transposase	ref|EHGHJBNO_01256|1245270_1245570_+	tr|M1PG86|M1PG86_9CAUD	99.0	3.92e-66
5	1241088:1253149	transposase	ref|EHGHJBNO_01257|1245755_1247219_-	tr|A0A2I4R674|A0A2I4R674_9VIRU	95.3	0.0
5	1241088:1253149	transposase	ref|EHGHJBNO_01258|1247339_1248557_-	tr|A0A2K5B2B5|A0A2K5B2B5_9VIRU	99.0	2.41e-275
5	1241088:1253149	transposase	ref|EHGHJBNO_01259|1249102_1249522_-	tr|A0A1B0RXA3|A0A1B0RXA3_9CAUD	100	2.01e-96
5	1241088:1253149	transposase	ref|EHGHJBNO_01260|1249536_1250649_-	tr|A0A1B0RXA2|A0A1B0RXA2_9CAUD	100	6.03e-265
5	1241088:1253149	transposase	ref|EHGHJBNO_01261|1250777_1251413_-	tr|A0A1B0RX99|A0A1B0RX99_9CAUD	100	4.40e-151
5	1241088:1253149	transposase	ref|EHGHJBNO_01262|1251793_1253149_-	tr|E4ZFI6|E4ZFI6_9CAUD	98.2	0.0
6	1420069:1435363	NA	ref|EHGHJBNO_01418|1420069_1420897_+	tr|M1PSC0|M1PSC0_9CAUD	99.6	1.60e-203
6	1420069:1435363	NA	ref|EHGHJBNO_01419|1421292_1422192_+	tr|M1Q1N9|M1Q1N9_9CAUD	99.7	4.08e-209
6	1420069:1435363	NA	ref|EHGHJBNO_01420|1422208_1422562_-	tr|M1PLC0|M1PLC0_9CAUD	100	9.54e-80
6	1420069:1435363	NA	ref|EHGHJBNO_01421|1422545_1423013_-	tr|M1PFU9|M1PFU9_9CAUD	95.5	3.14e-106
6	1420069:1435363	NA	ref|EHGHJBNO_01422|1423054_1424236_-	tr|M1NSB9|M1NSB9_9CAUD	100	2.53e-280
6	1420069:1435363	NA	ref|EHGHJBNO_01423|1424289_1424847_-	tr|M1PSC3|M1PSC3_9CAUD	96.2	8.08e-132
6	1420069:1435363	NA	ref|EHGHJBNO_01424|1424846_1425938_-	tr|M1Q1P2|M1Q1P2_9CAUD	98.9	4.56e-261
6	1420069:1435363	NA	ref|EHGHJBNO_01425|1426360_1427224_-	tr|M1PLC5|M1PLC5_9CAUD	98.6	3.20e-200
6	1420069:1435363	NA	ref|EHGHJBNO_01426|1427225_1427543_-	tr|M1PFV3|M1PFV3_9CAUD	100	5.61e-71
6	1420069:1435363	NA	ref|EHGHJBNO_01427|1427562_1428447_-	tr|M1NSC1|M1NSC1_9CAUD	99.0	1.58e-199
6	1420069:1435363	NA	ref|EHGHJBNO_01428|1428443_1429082_-	tr|M1PSC7|M1PSC7_9CAUD	97.6	2.00e-143
6	1420069:1435363	NA	ref|EHGHJBNO_01429|1429608_1430475_+	tr|M1Q1P6|M1Q1P6_9CAUD	99.7	5.91e-197
6	1420069:1435363	NA	ref|EHGHJBNO_01430|1430515_1431784_-	tr|M1PLC8|M1PLC8_9CAUD	99.5	7.21e-279
6	1420069:1435363	NA	ref|EHGHJBNO_01431|1431789_1432617_-	tr|M1PFV6|M1PFV6_9CAUD	96.4	3.60e-175
6	1420069:1435363	NA	ref|EHGHJBNO_01432|1432710_1433367_-	tr|M1NSC5|M1NSC5_9CAUD	99.1	9.84e-147
6	1420069:1435363	NA	ref|EHGHJBNO_01434|1434652_1435363_-	tr|G9BWD6|G9BWD6_9CAUD	29.3	3.23e-19
7	1439765:1458497	protease	ref|EHGHJBNO_01439|1439765_1440080_+	tr|A0A1S5SF38|A0A1S5SF38_9VIRU	100	7.40e-71
7	1439765:1458497	protease	ref|EHGHJBNO_01440|1440098_1440482_+	tr|A0A1S5SF96|A0A1S5SF96_9VIRU	100	3.08e-83
7	1439765:1458497	protease	ref|EHGHJBNO_01441|1440510_1441896_+	tr|A0A1S5SFB5|A0A1S5SFB5_9VIRU	100	0.0
7	1439765:1458497	protease	ref|EHGHJBNO_01442|1442073_1443279_+	tr|A0A1S5SEX3|A0A1S5SEX3_9VIRU	100	1.15e-296
7	1439765:1458497	protease	ref|EHGHJBNO_01443|1443321_1443543_+	tr|A0A1S5SEY0|A0A1S5SEY0_9VIRU	100	4.54e-42
7	1439765:1458497	protease	ref|EHGHJBNO_01444|1443659_1444157_+	tr|A0A1S5SF25|A0A1S5SF25_9VIRU	100	2.21e-117
7	1439765:1458497	protease	ref|EHGHJBNO_01445|1444131_1444638_+	tr|A0A1S5SEX7|A0A1S5SEX7_9VIRU	100	1.37e-117
7	1439765:1458497	protease	ref|EHGHJBNO_01446|1444621_1447069_+	tr|A0A1S5SF64|A0A1S5SF64_9VIRU	100	0.0
7	1439765:1458497	protease	ref|EHGHJBNO_01447|1447137_1449249_+	tr|A0A1S5SF30|A0A1S5SF30_9VIRU	100	0.0
7	1439765:1458497	protease	ref|EHGHJBNO_01448|1449245_1450247_+	tr|A0A1S5SEZ8|A0A1S5SEZ8_9VIRU	100	1.22e-243
7	1439765:1458497	protease	ref|EHGHJBNO_01449|1450261_1451179_+	tr|A0A1S5SF22|A0A1S5SF22_9VIRU	99.0	5.99e-213
7	1439765:1458497	protease	ref|EHGHJBNO_01450|1451555_1453475_+	tr|A0A1S5SF82|A0A1S5SF82_9VIRU	98.7	0.0
7	1439765:1458497	protease	ref|EHGHJBNO_01451|1453820_1454174_-	tr|A0A1S5SFA6|A0A1S5SFA6_9VIRU	100	2.17e-76
7	1439765:1458497	protease	ref|EHGHJBNO_01452|1454678_1455101_+	tr|A0A1S5SEW0|A0A1S5SEW0_9VIRU	100	1.46e-94
7	1439765:1458497	protease	ref|EHGHJBNO_01453|1455097_1455328_+	tr|A0A1S5SEX1|A0A1S5SEX1_9VIRU	100	1.31e-49
7	1439765:1458497	protease	ref|EHGHJBNO_01454|1455788_1455992_+	tr|A0A1S5SF07|A0A1S5SF07_9VIRU	100	1.73e-41
7	1439765:1458497	protease	ref|EHGHJBNO_01455|1456073_1457291_+	tr|A0A1S5SEW7|A0A1S5SEW7_9VIRU	100	1.76e-293
7	1439765:1458497	protease	ref|EHGHJBNO_01457|1457906_1458497_-|protease	tr|A0A223W000|A0A223W000_9VIRU	56.7	4.48e-69
8	2154489:2161119	transposase	ref|EHGHJBNO_02085|2154489_2154963_+|transposase	tr|D9CGB6|D9CGB6_9VIRU	35.1	3.55e-16
8	2154489:2161119	transposase	ref|EHGHJBNO_02087|2155813_2156482_-	tr|W8CYM9|W8CYM9_9CAUD	43.1	4.55e-52
8	2154489:2161119	transposase	ref|EHGHJBNO_02088|2156478_2157861_-	tr|W8CYF6|W8CYF6_9CAUD	29.1	6.52e-26
8	2154489:2161119	transposase	ref|EHGHJBNO_02089|2157982_2158543_-	tr|A0A0A7NNK8|A0A0A7NNK8_9CAUD	61.0	9.14e-43
8	2154489:2161119	transposase	ref|EHGHJBNO_02091|2159461_2160304_-	tr|W6JKT0|W6JKT0_9POXV	26.4	1.38e-15
8	2154489:2161119	transposase	ref|EHGHJBNO_02092|2160279_2161119_-	tr|F2Y352|F2Y352_9PHYC	31.5	4.30e-18
