The following contents displays predicted prophage regions
first line of each prophage describes the prophage information and the following lines describe the proteins and homology proteins in uniprot database
prophage_protein_ID	prophage_protein_product	key_proteins	hit_protein_id	hit_species	identity	evalue
EHGHJBNO_00712|670345_670750_-	hypothetical protein	NA	A0A1X9I6A2	Streptococcus_phage	97.8	3.00e-82
EHGHJBNO_00713|670876_671728_+	DegV domain-containing protein	NA	A0A1X9I5J4	Streptococcus_phage	98.9	2.52e-195
EHGHJBNO_00714|671981_673241_-	HTH-type transcriptional regulatory protein GabR	NA	A0A1X9I5H2	Streptococcus_phage	98.6	7.93e-304
EHGHJBNO_00715|673363_674098_+	Peroxide stress resistance protein YaaA	NA	A0A1X9I5I0	Streptococcus_phage	97.2	3.20e-149
EHGHJBNO_00716|674199_675645_+	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	NA	A0A1X9I5X1	Streptococcus_phage	92.7	4.40e-272
EHGHJBNO_00717|675662_676352_+	putative capsular polysaccharide biosynthesis protein YwqC	NA	A0A1X9I5E1	Streptococcus_phage	94.8	7.61e-145
EHGHJBNO_00718|676361_677045_+	Tyrosine-protein kinase CpsD	NA	A0A1X9I5D6	Streptococcus_phage	93.5	1.08e-138
EHGHJBNO_00720|677846_679673_+	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	NA	A0A1V0SAI8	Catovirus	28.1	2.63e-26
>prophage 4
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	2179024	1191792	1235754	DBSCAN-SWA	Streptococcus_phage(100.0%)	protease
EHGHJBNO_01198|1191792_1193511_+	Phosphoglucomutase	NA	A0A1X9I671	Streptococcus_phage	99.3	0.0
EHGHJBNO_01199|1193959_1194562_-	hypothetical protein	NA	D0R0F9	Streptococcus_phage	100	3.35e-88
EHGHJBNO_01200|1194787_1195687_-	HTH-type transcriptional activator RhaS	NA	D0R0F8	Streptococcus_phage	95.3	5.22e-202
EHGHJBNO_01201|1195983_1197903_-	tetracycline resistance ribosomal protection protein Tet(O)	NA	A0A1B0RXH7	Streptococcus_phage	99.8	0.0
EHGHJBNO_01202|1198269_1198644_-	hypothetical protein	NA	A0A1B0RXG6	Streptococcus_phage	100	3.93e-89
EHGHJBNO_01203|1198911_1200204_-	hypothetical protein	NA	A0A1B0RXE6	Streptococcus_phage	99.3	1.40e-314
EHGHJBNO_01204|1200166_1201408_-	hypothetical protein	NA	A0A1X9I6J1	Streptococcus_phage	97.3	1.10e-291
EHGHJBNO_01205|1201631_1203101_-	hypothetical protein	NA	A0A1B0RXF2	Streptococcus_phage	99.0	0.0
EHGHJBNO_01206|1203107_1203503_-	hypothetical protein	NA	A0A1B0RXK5	Streptococcus_phage	100	4.41e-69
EHGHJBNO_01207|1203480_1203849_-	hypothetical protein	NA	A0A1B0RXE8	Streptococcus_phage	99.2	6.57e-87
EHGHJBNO_01208|1203854_1204061_-	hypothetical protein	NA	A0A1B0RXF3	Streptococcus_phage	100	1.95e-34
EHGHJBNO_01209|1204073_1208585_-	hypothetical protein	NA	A0A1X9I747	Streptococcus_phage	86.9	0.0
EHGHJBNO_01210|1208586_1209309_-	hypothetical protein	NA	A0A1B0RXF0	Streptococcus_phage	99.2	7.83e-173
EHGHJBNO_01211|1209305_1212425_-	Chromosome partition protein Smc	NA	Q6DMT2	Streptococcus_phage	74.7	0.0
EHGHJBNO_01212|1212607_1213027_-	hypothetical protein	NA	D0R0E2	Streptococcus_phage	92.8	1.64e-86
EHGHJBNO_01213|1213037_1213607_-	hypothetical protein	NA	A0A1B0RXE2	Streptococcus_phage	100	3.41e-135
EHGHJBNO_01214|1213608_1213935_-	hypothetical protein	NA	A0A1B0RXK6	Streptococcus_phage	98.1	1.52e-74
EHGHJBNO_01215|1213941_1214310_-	hypothetical protein	NA	D0R0D9	Streptococcus_phage	94.3	1.09e-67
EHGHJBNO_01216|1214302_1214641_-	hypothetical protein	NA	A0A1B0RXE4	Streptococcus_phage	97.3	7.41e-77
EHGHJBNO_01217|1214640_1214901_-	hypothetical protein	NA	A0A1B0RXE3	Streptococcus_phage	98.8	4.09e-53
EHGHJBNO_01218|1214900_1216106_-	hypothetical protein	NA	A0A1B0RXF4	Streptococcus_phage	99.8	2.90e-290
EHGHJBNO_01219|1216124_1216820_-|proteas	ATP-dependent Clp protease proteolytic subunit	protease	M1PLE5	Streptococcus_phage	97.0	6.90e-158
EHGHJBNO_01220|1216812_1218096_-	hypothetical protein	NA	A0A1B0RXD8	Streptococcus_phage	100	0.0
EHGHJBNO_01221|1218153_1218498_-	hypothetical protein	NA	A0A1B0RXD0	Streptococcus_phage	100	1.74e-76
EHGHJBNO_01222|1218634_1218973_-	hypothetical protein	NA	A0A1B0RXD2	Streptococcus_phage	100	2.39e-73
EHGHJBNO_01223|1218972_1219275_-	hypothetical protein	NA	A0A1B0RXC8	Streptococcus_phage	100	9.58e-63
EHGHJBNO_01224|1219334_1220927_-	hypothetical protein	NA	A0A1B0RXD3	Streptococcus_phage	100	0.0
EHGHJBNO_01225|1220923_1221397_-	hypothetical protein	NA	A0A1B0RXG3	Streptococcus_phage	100	3.07e-111
EHGHJBNO_01226|1221447_1221678_-	hypothetical protein	NA	A0A1X9I697	Streptococcus_phage	100	6.97e-54
EHGHJBNO_01227|1221679_1221892_-	hypothetical protein	NA	A0A1B0RXD4	Streptococcus_phage	100	9.68e-47
EHGHJBNO_01228|1221893_1222142_-	hypothetical protein	NA	A0A1B0RXD5	Streptococcus_phage	100	6.32e-55
EHGHJBNO_01229|1222238_1223492_-	hypothetical protein	NA	A0A1B0RXE5	Streptococcus_phage	100	2.80e-312
EHGHJBNO_01230|1223463_1223925_-	hypothetical protein	NA	A0A1B0RXC6	Streptococcus_phage	100	3.09e-118
EHGHJBNO_01231|1224223_1224589_-	hypothetical protein	NA	A0A1B0RXC9	Streptococcus_phage	100	1.96e-92
EHGHJBNO_01232|1224613_1224985_-	hypothetical protein	NA	A0A1B0RXC0	Streptococcus_phage	100	1.49e-88
EHGHJBNO_01233|1225017_1226055_-	S-adenosylmethionine synthase	NA	A0A1B0RXC1	Streptococcus_phage	100	8.69e-250
EHGHJBNO_01234|1226102_1226285_-	hypothetical protein	NA	M1NSL0	Streptococcus_phage	100	2.75e-35
EHGHJBNO_01235|1226479_1226956_-	hypothetical protein	NA	A0A1B0RXB9	Streptococcus_phage	100	9.11e-109
EHGHJBNO_01236|1226948_1228325_-	hypothetical protein	NA	A0A1B0RXH8	Streptococcus_phage	100	0.0
EHGHJBNO_01237|1228305_1228587_-	hypothetical protein	NA	A0A1B0RXC4	Streptococcus_phage	100	3.34e-62
EHGHJBNO_01238|1228871_1231157_-	hypothetical protein	NA	A0A1B0RXC5	Streptococcus_phage	95.4	0.0
EHGHJBNO_01239|1231464_1231599_+	hypothetical protein	NA	Q6DMW0	Streptococcus_phage	68.2	2.48e-09
EHGHJBNO_01240|1231573_1231897_+	hypothetical protein	NA	M1PSP3	Streptococcus_phage	97.1	2.14e-64
EHGHJBNO_01241|1231889_1233011_+	hypothetical protein	NA	M1Q218	Streptococcus_phage	93.8	2.44e-261
EHGHJBNO_01242|1233015_1233564_+	hypothetical protein	NA	M1PLM6	Streptococcus_phage	98.9	5.69e-126
EHGHJBNO_01243|1233582_1233750_+	hypothetical protein	NA	A0A1X9I6D2	Streptococcus_phage	100	1.51e-30
EHGHJBNO_01244|1233798_1235754_+	hypothetical protein	NA	A0A1B0RXB4	Streptococcus_phage	93.9	0.0
>prophage 5
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	2179024	1241088	1253149	DBSCAN-SWA	Streptococcus_phage(83.33%)	transposase
EHGHJBNO_01250|1241088_1241547_-|transposas	IS6 family transposase IS1216V	transposase	A0A1X9I6C6	Streptococcus_phage	100	2.52e-106
EHGHJBNO_01251|1241578_1242442_-	Aminoglycoside 6-adenylyltransferase	NA	A0A1X9I6F2	Streptococcus_phage	100	5.21e-215
EHGHJBNO_01252|1242474_1243209_-	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	NA	A0A1X9I6N4	Streptococcus_phage	100	1.53e-181
EHGHJBNO_01253|1243189_1244059_-	hypothetical protein	NA	A0A1X9I6C9	Streptococcus_phage	90.7	5.45e-193
EHGHJBNO_01255|1244915_1245284_+	hypothetical protein	NA	E4ZFJ1	Streptococcus_phage	97.5	8.00e-79
EHGHJBNO_01256|1245270_1245570_+	hypothetical protein	NA	M1PG86	Streptococcus_phage	99.0	3.92e-66
EHGHJBNO_01257|1245755_1247219_-	ABC-F type ribosomal protection protein Msr(D)	NA	A0A2I4R674	Erysipelothrix_phage	95.3	0.0
EHGHJBNO_01258|1247339_1248557_-	Enterobactin exporter EntS	NA	A0A2K5B2B5	Erysipelothrix_phage	99.0	2.41e-275
EHGHJBNO_01259|1249102_1249522_-	hypothetical protein	NA	A0A1B0RXA3	Streptococcus_phage	100	2.01e-96
EHGHJBNO_01260|1249536_1250649_-	hypothetical protein	NA	A0A1B0RXA2	Streptococcus_phage	100	6.03e-265
EHGHJBNO_01261|1250777_1251413_-	hypothetical protein	NA	A0A1B0RX99	Streptococcus_phage	100	4.40e-151
EHGHJBNO_01262|1251793_1253149_-	putative RNA methyltransferase	NA	E4ZFI6	Streptococcus_phage	98.2	0.0
>prophage 6
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	2179024	1420069	1435363	DBSCAN-SWA	Streptococcus_phage(93.75%)	NA
EHGHJBNO_01418|1420069_1420897_+	Exodeoxyribonuclease	NA	M1PSC0	Streptococcus_phage	99.6	1.60e-203
EHGHJBNO_01419|1421292_1422192_+	hypothetical protein	NA	M1Q1N9	Streptococcus_phage	99.7	4.08e-209
EHGHJBNO_01420|1422208_1422562_-	Regulatory protein MgsR	NA	M1PLC0	Streptococcus_phage	100	9.54e-80
EHGHJBNO_01421|1422545_1423013_-	Methylated-DNA--protein-cysteine methyltransferase	NA	M1PFU9	Streptococcus_phage	95.5	3.14e-106
EHGHJBNO_01422|1423054_1424236_-	Formate dehydrogenase, mitochondrial	NA	M1NSB9	Streptococcus_phage	100	2.53e-280
EHGHJBNO_01423|1424289_1424847_-	hypothetical protein	NA	M1PSC3	Streptococcus_phage	96.2	8.08e-132
EHGHJBNO_01424|1424846_1425938_-	Phosphoserine aminotransferase	NA	M1Q1P2	Streptococcus_phage	98.9	4.56e-261
EHGHJBNO_01425|1426360_1427224_-	Ribosomal RNA small subunit methyltransferase I	NA	M1PLC5	Streptococcus_phage	98.6	3.20e-200
EHGHJBNO_01426|1427225_1427543_-	Initiation-control protein YabA	NA	M1PFV3	Streptococcus_phage	100	5.61e-71
EHGHJBNO_01427|1427562_1428447_-	hypothetical protein	NA	M1NSC1	Streptococcus_phage	99.0	1.58e-199
EHGHJBNO_01428|1428443_1429082_-	Thymidylate kinase	NA	M1PSC7	Streptococcus_phage	97.6	2.00e-143
EHGHJBNO_01429|1429608_1430475_+	hypothetical protein	NA	M1Q1P6	Streptococcus_phage	99.7	5.91e-197
EHGHJBNO_01430|1430515_1431784_-	hypothetical protein	NA	M1PLC8	Streptococcus_phage	99.5	7.21e-279
EHGHJBNO_01431|1431789_1432617_-	hypothetical protein	NA	M1PFV6	Streptococcus_phage	96.4	3.60e-175
EHGHJBNO_01432|1432710_1433367_-	Inosine-5'-monophosphate dehydrogenase	NA	M1NSC5	Streptococcus_phage	99.1	9.84e-147
EHGHJBNO_01434|1434652_1435363_-	High-affinity branched-chain amino acid transport ATP-binding protein LivF	NA	G9BWD6	Planktothrix_phage	29.3	3.23e-19
>prophage 7
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	2179024	1439765	1458497	DBSCAN-SWA	Streptococcus_phage(94.44%)	protease
EHGHJBNO_01439|1439765_1440080_+	hypothetical protein	NA	A0A1S5SF38	Streptococcus_phage	100	7.40e-71
EHGHJBNO_01440|1440098_1440482_+	hypothetical protein	NA	A0A1S5SF96	Streptococcus_phage	100	3.08e-83
EHGHJBNO_01441|1440510_1441896_+	hypothetical protein	NA	A0A1S5SFB5	Streptococcus_phage	100	0.0
EHGHJBNO_01442|1442073_1443279_+	hypothetical protein	NA	A0A1S5SEX3	Streptococcus_phage	100	1.15e-296
EHGHJBNO_01443|1443321_1443543_+	hypothetical protein	NA	A0A1S5SEY0	Streptococcus_phage	100	4.54e-42
EHGHJBNO_01444|1443659_1444157_+	hypothetical protein	NA	A0A1S5SF25	Streptococcus_phage	100	2.21e-117
EHGHJBNO_01445|1444131_1444638_+	hypothetical protein	NA	A0A1S5SEX7	Streptococcus_phage	100	1.37e-117
EHGHJBNO_01446|1444621_1447069_+	hypothetical protein	NA	A0A1S5SF64	Streptococcus_phage	100	0.0
EHGHJBNO_01447|1447137_1449249_+	hypothetical protein	NA	A0A1S5SF30	Streptococcus_phage	100	0.0
EHGHJBNO_01448|1449245_1450247_+	hypothetical protein	NA	A0A1S5SEZ8	Streptococcus_phage	100	1.22e-243
EHGHJBNO_01449|1450261_1451179_+	hypothetical protein	NA	A0A1S5SF22	Streptococcus_phage	99.0	5.99e-213
EHGHJBNO_01450|1451555_1453475_+	tetracycline resistance ribosomal protection protein Tet(M)	NA	A0A1S5SF82	Streptococcus_phage	98.7	0.0
EHGHJBNO_01451|1453820_1454174_-	hypothetical protein	NA	A0A1S5SFA6	Streptococcus_phage	100	2.17e-76
EHGHJBNO_01452|1454678_1455101_+	hypothetical protein	NA	A0A1S5SEW0	Streptococcus_phage	100	1.46e-94
EHGHJBNO_01453|1455097_1455328_+	hypothetical protein	NA	A0A1S5SEX1	Streptococcus_phage	100	1.31e-49
EHGHJBNO_01454|1455788_1455992_+	hypothetical protein	NA	A0A1S5SF07	Streptococcus_phage	100	1.73e-41
EHGHJBNO_01455|1456073_1457291_+	Transposase from transposon Tn916	NA	A0A1S5SEW7	Streptococcus_phage	100	1.76e-293
EHGHJBNO_01457|1457906_1458497_-|proteas	ATP-dependent Clp protease proteolytic subunit	protease	A0A223W000	Agrobacterium_phage	56.7	4.48e-69
>prophage 8
NZ_CP082203	NZ_CP082203.1 Streptococcus suis strain NJ3 chromosome, complete genome	2179024	2154489	2161119	DBSCAN-SWA	Bacillus_phage(33.33%)	transposase
EHGHJBNO_02085|2154489_2154963_+|transposas	IS200/IS605 family transposase ISDha13	transposase	D9CGB6	Hyperthermophilic_Archaeal_Virus_2	35.1	3.55e-16
EHGHJBNO_02087|2155813_2156482_-	Transcriptional regulatory protein WalR	NA	W8CYM9	Bacillus_phage	43.1	4.55e-52
EHGHJBNO_02088|2156478_2157861_-	Adaptive-response sensory-kinase SasA	NA	W8CYF6	Bacillus_phage	29.1	6.52e-26
EHGHJBNO_02089|2157982_2158543_-	hypothetical protein	NA	A0A0A7NNK8	Lactobacillus_phage	61.0	9.14e-43
EHGHJBNO_02091|2159461_2160304_-	Energy-coupling factor transporter ATP-binding protein EcfA2	NA	W6JKT0	Anomala_cuprea_entomopoxvirus	26.4	1.38e-15
EHGHJBNO_02092|2160279_2161119_-	Energy-coupling factor transporter ATP-binding protein EcfA1	NA	F2Y352	Organic_Lake_phycodnavirus	31.5	4.30e-18
